OBJECTID,Shape,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,SOURCE_REPORTING_UNIT,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
1793814,b'\x00\x01\xad\x10\x00\x00$\x1e\xf2\xc4\x83\x0c^\xc0\xb8\x08\x7f8\xa8lC@$\x1e\xf2\xc4\x83\x0c^\xc0\xb8\x08\x7f8\xa8lC@|\x01\x00\x00\x00$\x1e\xf2\xc4\x83\x0c^\xc0\xb8\x08\x7f8\xa8lC@\xfe',300206386,FS-6348127,FED,FS-FIRESTAT,FS,USCAENF,0503,35.0,,EK1U,BLUE,,,,,,2015,7/25/2015,206,1300.0,Natural,Natural,,,,,0.1,A,38.84888889,-120.19555556,USFS,CA,017,6017.0,El Dorado County
1793815,b'\x00\x01\xad\x10\x00\x00\xa0IC<\xfb\x1f^\xc08C\x0c\t\x12XC@\xa0IC<\xfb\x1f^\xc08C\x0c\t\x12XC@|\x01\x00\x00\x00\xa0IC<\xfb\x1f^\xc08C\x0c\t\x12XC@\xfe',300206387,FS-6358337,FED,FS-FIRESTAT,FS,USCAENF,0503,59.0,,EK1U,BONETTI,,,,,,2015,10/3/2015,276,800.0,Natural,Natural,,,,,0.1,A,38.68805556,-120.49972222,USFS,CA,017,6017.0,El Dorado County
1793816,b'\x00\x01\xad\x10\x00\x00\xb4\x81\xea\x08\xc8\x1c^\xc0\x00\x832g_\x84C@\xb4\x81\xea\x08\xc8\x1c^\xc0\x00\x832g_\x84C@|\x01\x00\x00\x00\xb4\x81\xea\x08\xc8\x1c^\xc0\x00\x832g_\x84C@\xfe',300206388,FS-6318245,FED,FS-FIRESTAT,FS,USCAENF,0503,9.0,,EK1U,HELLHOLE,,,,,,2015,6/5/2015,156,1300.0,Natural,Natural,,,,,0.01,A,39.03416667,-120.44972222,USFS,CA,061,6061.0,Placer County
1793817,b'\x00\x01\xad\x10\x00\x00\xb8\x1d\xd3@w\x17^\xc0\x00\xa0\x01\x97\xf5pC@\xb8\x1d\xd3@w\x17^\xc0\x00\xa0\x01\x97\xf5pC@|\x01\x00\x00\x00\xb8\x1d\xd3@w\x17^\xc0\x00\xa0\x01\x97\xf5pC@\xfe',300206389,FS-6321340,FED,FS-FIRESTAT,FS,USCAENF,0503,15.0,,JVU6,ICE,,,,,,2015,7/1/2015,182,1700.0,Human,Equipment and vehicle use,,,,,0.2,A,38.8825,-120.36666667,USFS,CA,017,6017.0,El Dorado County
1793818,b'\x00\x01\xad\x10\x00\x00\xd8@\x0b 4\x0e^\xc0p^U\x90\xbbKC@\xd8@\x0b 4\x0e^\xc0p^U\x90\xbbKC@|\x01\x00\x00\x00\xd8@\x0b 4\x0e^\xc0p^U\x90\xbbKC@\xfe',300206390,FS-6347545,FED,FS-FIRESTAT,FS,USCAENF,0503,29.0,,EK1U,MARTIN,,,,,,2015,7/17/2015,198,1400.0,Natural,Natural,,,,,0.1,A,38.59166667,-120.22194444,USFS,CA,005,6005.0,Amador County
1793819,b'\x00\x01\xad\x10\x00\x00T7\xd2\xaaz\x14^\xc0x\x10\xfd\xa5HHC@T7\xd2\xaaz\x14^\xc0x\x10\xfd\xa5HHC@|\x01\x00\x00\x00T7\xd2\xaaz\x14^\xc0x\x10\xfd\xa5HHC@\xfe',300206391,FS-6347650,FED,FS-FIRESTAT,FS,USCAENF,0503,18.0,,EK1U,CAT,,,,,,2015,7/2/2015,183,2100.0,Natural,Natural,,,,,0.1,A,38.56472222,-120.32,USFS,CA,017,6017.0,El Dorado County
1793820,b'\x00\x01\xad\x10\x00\x00X\xec^=\xda ^\xc0 \x8a\xe7\xde\xd6[C@X\xec^=\xda ^\xc0 \x8a\xe7\xde\xd6[C@|\x01\x00\x00\x00X\xec^=\xda ^\xc0 \x8a\xe7\xde\xd6[C@\xfe',300206392,FS-6347552,FED,FS-FIRESTAT,FS,USCAENF,0503,13.0,,JSN6,EDISON,,,,,,2015,6/14/2015,165,1900.0,Human,Missing data/not specified/undetermined,,,,,0.1,A,38.7175,-120.51333333,USFS,CA,017,6017.0,El Dorado County
1793821,b'\x00\x01\xad\x10\x00\x00\xa4c\xf9\xb3r\x13^\xc0`R\xf3\xf7\x00?C@\xa4c\xf9\xb3r\x13^\xc0`R\xf3\xf7\x00?C@|\x01\x00\x00\x00\xa4c\xf9\xb3r\x13^\xc0`R\xf3\xf7\x00?C@\xfe',300206393,FS-6347583,FED,FS-FIRESTAT,FS,USCAENF,0503,42.0,,EK1U,ELLIS,,,,,,2015,7/31/2015,212,800.0,Natural,Natural,,,,,0.1,A,38.49222222,-120.30388889,USFS,CA,005,6005.0,Amador County
1793822,b'\x00\x01\xad\x10\x00\x00L9\xce\x897\x17^\xc0p\xa4\xe8\xc5\xacHC@L9\xce\x897\x17^\xc0p\xa4\xe8\xc5\xacHC@|\x01\x00\x00\x00L9\xce\x897\x17^\xc0p\xa4\xe8\xc5\xacHC@\xfe',300206394,FS-6347540,FED,FS-FIRESTAT,FS,USCAENF,0503,31.0,,EK1U,SHINGLE,,,,,,2015,7/20/2015,201,2000.0,Natural,Natural,,,,,1.2,B,38.56777778,-120.36277778,USFS,CA,005,6005.0,Amador County
1793823,"b'\x00\x01\xad\x10\x00\x00,\xbd\xf8\x00\xaf\x1e^\xc0\xe8\xd6\x1a\xa0\xedwC@,\xbd\xf8\x00\xaf\x1e^\xc0\xe8\xd6\x1a\xa0\xedwC@|\x01\x00\x00\x00,\xbd\xf8\x00\xaf\x1e^\xc0\xe8\xd6\x1a\xa0\xedwC@\xfe'",300206395,FS-1734324,FED,FS-FIRESTAT,FS,USCAENF,0503,4.0,003952,EK1U,DITCH,,,,,,2015,2/8/2015,39,1429.0,Natural,Natural,,,,,0.01,A,38.93694444,-120.47944444,USFS,CA,017,6017.0,El Dorado County
1793824,b'\x00\x01\xad\x10\x00\x008\xa6\xf1\x82\xfd\r^\xc0xJ8\xdb9eC@8\xa6\xf1\x82\xfd\r^\xc0xJ8\xdb9eC@|\x01\x00\x00\x008\xa6\xf1\x82\xfd\r^\xc0xJ8\xdb9eC@\xfe',300206396,FS-6347634,FED,FS-FIRESTAT,FS,USCAENF,0503,32.0,,EK1U,WRIGHTS,,,,,,2015,7/21/2015,202,1500.0,Natural,Natural,,,,,0.1,A,38.79083333,-120.21861111,USFS,CA,017,6017.0,El Dorado County
1793825,b'\x00\x01\xad\x10\x00\x00\x08\xa6{L-\x08^\xc0\x90\xcbV6\xeaRC@\x08\xa6{L-\x08^\xc0\x90\xcbV6\xeaRC@|\x01\x00\x00\x00\x08\xa6{L-\x08^\xc0\x90\xcbV6\xeaRC@\xfe',300206397,FS-6320648,FED,FS-FIRESTAT,FS,USCAENF,0503,23.0,,JW8Z,PLASSES,,,,,,2015,5/23/2015,143,1500.0,Human,Missing data/not specified/undetermined,,,,,0.01,A,38.64777778,-120.12777778,USFS,CA,003,6003.0,Alpine County
1793826,b'\x00\x01\xad\x10\x00\x00\x0c!\x07U%/^\xc0\x00\xccu\xba\xf6wC@\x0c!\x07U%/^\xc0\x00\xccu\xba\xf6wC@|\x01\x00\x00\x00\x0c!\x07U%/^\xc0\x00\xccu\xba\xf6wC@\xfe',300206398,FS-6347542,FED,FS-FIRESTAT,FS,USCAENF,0503,53.0,,J25S,TIPTON,,,,,,2015,9/3/2015,246,1800.0,Human,Recreation and ceremony,,,,,0.2,A,38.93722222,-120.73666667,PRIVATE,CA,017,6017.0,El Dorado County
1793827,b'\x00\x01\xad\x10\x00\x00<\xc6\xaa{\xc30^\xc0 \xdf\xbc\xdd\xf7vC@<\xc6\xaa{\xc30^\xc0 \xdf\xbc\xdd\xf7vC@|\x01\x00\x00\x00<\xc6\xaa{\xc30^\xc0 \xdf\xbc\xdd\xf7vC@\xfe',300206399,FS-6358333,FED,FS-FIRESTAT,FS,USCAENF,0503,57.0,,J3XA,BALDERSON,,,,,,2015,9/25/2015,268,1600.0,Human,Equipment and vehicle use,,,,,0.1,A,38.92944444,-120.76194444,USFS,CA,017,6017.0,El Dorado County
1793828,b'\x00\x01\xad\x10\x00\x00\xb8\x8e\xfc\xb7\xee.^\xc0\xb0\xeeZ\xdaZxC@\xb8\x8e\xfc\xb7\xee.^\xc0\xb0\xeeZ\xdaZxC@|\x01\x00\x00\x00\xb8\x8e\xfc\xb7\xee.^\xc0\xb0\xeeZ\xdaZxC@\xfe',300206400,FS-6314329,FED,FS-FIRESTAT,FS,USCAENF,0503,7.0,,JM2J,QUINTETTE,,,,,,2015,4/15/2015,105,2000.0,Human,Power generation/transmission/distribution,,,,,5.0,B,38.94027778,-120.73333333,PRIVATE,CA,017,6017.0,El Dorado County
1793829,b'\x00\x01\xad\x10\x00\x00\xb0\x9c\x84\xd2\xf7\x16^\xc0p\x94+E=bC@\xb0\x9c\x84\xd2\xf7\x16^\xc0p\x94+E=bC@|\x01\x00\x00\x00\xb0\x9c\x84\xd2\xf7\x16^\xc0p\x94+E=bC@\xfe',300206401,FS-6708033,FED,FS-FIRESTAT,FS,USCAENF,0503,34.0,,JZZ6,KYBURZ,,,,,,2015,7/23/2015,204,1400.0,Human,Equipment and vehicle use,,,,,84.0,C,38.7675,-120.35888889,USFS,CA,017,6017.0,El Dorado County
1793830,b'\x00\x01\xad\x10\x00\x00\x04!e3\x03\x01^\xc0\xe8\xc7u\xac\x82mC@\x04!e3\x03\x01^\xc0\xe8\xc7u\xac\x82mC@|\x01\x00\x00\x00\x04!e3\x03\x01^\xc0\xe8\xc7u\xac\x82mC@\xfe',300206402,FS-6347652,FED,FS-FIRESTAT,FS,USCAENF,0503,54.0,,J2G4,VELMA,,,,,,2015,9/4/2015,247,1500.0,Human,Recreation and ceremony,,,,,0.25,A,38.85555556,-120.01583333,USFS,CA,017,6017.0,El Dorado County
1793831,b'\x00\x01\xad\x10\x00\x00\xf8\x03\xfaQ\x88\x18^\xc00|*e\xa1RC@\xf8\x03\xfaQ\x88\x18^\xc00|*e\xa1RC@|\x01\x00\x00\x00\xf8\x03\xfaQ\x88\x18^\xc00|*e\xa1RC@\xfe',300206403,FS-6347565,FED,FS-FIRESTAT,FS,USCAENF,0503,37.0,,JZ6Q,MEISS,,,,,,2015,7/26/2015,207,1000.0,Human,Recreation and ceremony,,,,,0.1,A,38.64555556,-120.38333333,BLM,CA,017,6017.0,El Dorado County
1793832,b'\x00\x01\xad\x10\x00\x00$\xa5\xd5\xcd{\x17^\xc0x\x8fK\r\x8e{C@$\xa5\xd5\xcd{\x17^\xc0x\x8fK\r\x8e{C@|\x01\x00\x00\x00$\xa5\xd5\xcd{\x17^\xc0x\x8fK\r\x8e{C@\xfe',300206404,FS-6358311,FED,FS-FIRESTAT,FS,USCAENF,0503,58.0,,J32M,ICE,,,,,,2015,9/29/2015,272,1300.0,Human,Recreation and ceremony,,,,,0.1,A,38.96527778,-120.36694444,USFS,CA,017,6017.0,El Dorado County
1793833,b'\x00\x01\xad\x10\x00\x00\xbc\xa4M\xaf\xf6\x13^\xc0x5\xf9\x00\xf9UC@\xbc\xa4M\xaf\xf6\x13^\xc0x5\xf9\x00\xf9UC@|\x01\x00\x00\x00\xbc\xa4M\xaf\xf6\x13^\xc0x5\xf9\x00\xf9UC@\xfe',300206405,FS-6347559,FED,FS-FIRESTAT,FS,USCAENF,0503,17.0,,EK1U,NORTH,,,,,,2015,7/2/2015,183,1700.0,Natural,Natural,,,,,0.1,A,38.67166667,-120.31194444,USFS,CA,017,6017.0,El Dorado County
1793834,b'\x00\x01\xad\x10\x00\x00`^k\xe2)\x13^\xc00v\xca)UmC@`^k\xe2)\x13^\xc00v\xca)UmC@|\x01\x00\x00\x00`^k\xe2)\x13^\xc00v\xca)UmC@\xfe',300206406,FS-6347591,FED,FS-FIRESTAT,FS,USCAENF,0503,24.0,,EK1U,FRISCO,,,,,,2015,7/9/2015,190,1500.0,Natural,Natural,,,,,0.1,A,38.85416667,-120.29944444,USFS,CA,017,6017.0,El Dorado County
1793835,b'\x00\x01\xad\x10\x00\x00\\C\xcc\xcc\x9c\x12^\xc0\x18\x83\x07\xa0\xedoC@\\C\xcc\xcc\x9c\x12^\xc0\x18\x83\x07\xa0\xedoC@|\x01\x00\x00\x00\\C\xcc\xcc\x9c\x12^\xc0\x18\x83\x07\xa0\xedoC@\xfe',300206407,FS-6347611,FED,FS-FIRESTAT,FS,USCAENF,0503,25.0,,EK1U,SLICK,,,,,,2015,7/9/2015,190,1500.0,Natural,Natural,,,,,0.1,A,38.87444444,-120.29083333,USFS,CA,017,6017.0,El Dorado County
1793836,b'\x00\x01\xad\x10\x00\x008\xb7\x97\xa1\x82\x11^\xc0\xb8\xd2\xa8\x83&nC@8\xb7\x97\xa1\x82\x11^\xc0\xb8\xd2\xa8\x83&nC@|\x01\x00\x00\x008\xb7\x97\xa1\x82\x11^\xc0\xb8\xd2\xa8\x83&nC@\xfe',300206408,FS-6347589,FED,FS-FIRESTAT,FS,USCAENF,0503,28.0,,EK1U,PICKETPEN,,,,,,2015,7/12/2015,193,1500.0,Natural,Natural,,,,,0.1,A,38.86055556,-120.27361111,USFS,CA,017,6017.0,El Dorado County
1793837,b'\x00\x01\xad\x10\x00\x00\xd8t\xe6\x19\xd9-^\xc0`\xf3X=$pC@\xd8t\xe6\x19\xd9-^\xc0`\xf3X=$pC@|\x01\x00\x00\x00\xd8t\xe6\x19\xd9-^\xc0`\xf3X=$pC@\xfe',300206409,FS-6317659,FED,FS-FIRESTAT,FS,USCAENF,0503,8.0,,EK1U,ROCK,,,,,,2015,5/26/2015,146,1600.0,Natural,Natural,,,,,1.8,B,38.87611111,-120.71638889,USFS,CA,017,6017.0,El Dorado County
1793838,b'\x00\x01\xad\x10\x00\x00\x044\xa9Rg-^\xc0\xc8\x1bY\x99\xb3\x8aC@\x044\xa9Rg-^\xc0\xc8\x1bY\x99\xb3\x8aC@|\x01\x00\x00\x00\x044\xa9Rg-^\xc0\xc8\x1bY\x99\xb3\x8aC@\xfe',300206410,FS-6358329,FED,FS-FIRESTAT,FS,USCAENF,0503,45.0,,EK1U,WALLACE,,,,,,2015,8/7/2015,219,1100.0,Natural,Natural,,,,,0.1,A,39.08361111,-120.70944444,USFS,CA,061,6061.0,Placer County
1793839,b'\x00\x01\xad\x10\x00\x00\x94I\n\xb5Q\x08^\xc0 \xa6\xd3\xe0\x94mC@\x94I\n\xb5Q\x08^\xc0 \xa6\xd3\xe0\x94mC@|\x01\x00\x00\x00\x94I\n\xb5Q\x08^\xc0 \xa6\xd3\xe0\x94mC@\xfe',300206411,FS-6347656,FED,FS-FIRESTAT,FS,USCAENF,0503,51.0,,J2LE,ALOHA,,,,,,2015,8/24/2015,236,1100.0,Human,Recreation and ceremony,,,,,0.25,A,38.85611111,-120.13,USFS,CA,017,6017.0,El Dorado County
1793840,b'\x00\x01\xad\x10\x00\x00\xa0\xc4`^\x1d\x1a^\xc0x\x13J\x99\xb3rC@\xa0\xc4`^\x1d\x1a^\xc0x\x13J\x99\xb3rC@|\x01\x00\x00\x00\xa0\xc4`^\x1d\x1a^\xc0x\x13J\x99\xb3rC@\xfe',300206412,FS-6358316,FED,FS-FIRESTAT,FS,USCAENF,0503,56.0,,J3WD,UNION,,,,,,2015,9/24/2015,267,2200.0,Human,Recreation and ceremony,,,,,0.1,A,38.89611111,-120.40805556,PRIVATE,CA,017,6017.0,El Dorado County
1793841,b'\x00\x01\xad\x10\x00\x00T\x14\xd7z\xe4\x1b^\xc0\xe0\xcb8\x0b\xd0aC@T\x14\xd7z\xe4\x1b^\xc0\xe0\xcb8\x0b\xd0aC@|\x01\x00\x00\x00T\x14\xd7z\xe4\x1b^\xc0\xe0\xcb8\x0b\xd0aC@\xfe',300206413,FS-6358339,FED,FS-FIRESTAT,FS,USCAENF,0503,60.0,,J4B5,PLUM,,,,,,2015,10/9/2015,282,1500.0,Human,Missing data/not specified/undetermined,,,,,0.5,B,38.76416667,-120.43583333,USFS,CA,017,6017.0,El Dorado County
1793842,"b""\x00\x01\xad\x10\x00\x00\xc4]\xd6'M\x1c^\xc0\xe0\xa4\x0c\x96\x16TC@\xc4]\xd6'M\x1c^\xc0\xe0\xa4\x0c\x96\x16TC@|\x01\x00\x00\x00\xc4]\xd6'M\x1c^\xc0\xe0\xa4\x0c\x96\x16TC@\xfe""",300206414,FS-6358309,FED,FS-FIRESTAT,FS,USCAENF,0503,61.0,,EK1U,BRYANT,,,,,,2015,10/17/2015,290,1500.0,Natural,Natural,,,,,0.1,A,38.65694444,-120.44222222,USFS,CA,017,6017.0,El Dorado County
1793843,b'\x00\x01\xad\x10\x00\x00\xd8\xd60\xf2[\x1b^\xc0\xa8\xc3\x96\xcd\xc5\x82C@\xd8\xd60\xf2[\x1b^\xc0\xa8\xc3\x96\xcd\xc5\x82C@|\x01\x00\x00\x00\xd8\xd60\xf2[\x1b^\xc0\xa8\xc3\x96\xcd\xc5\x82C@\xfe',300206415,FS-6347613,FED,FS-FIRESTAT,FS,USCAENF,0503,20.0,,EK1U,LITTLE,,,,,,2015,7/3/2015,184,1100.0,Natural,Natural,,,,,0.1,A,39.02166667,-120.4275,USFS,CA,017,6017.0,El Dorado County
1793844,"b'\x00\x01\xad\x10\x00\x00,\xca\x9c\xc9\xff\xff]\xc0h\xd9\xdbLVlC@,\xca\x9c\xc9\xff\xff]\xc0h\xd9\xdbLVlC@|\x01\x00\x00\x00,\xca\x9c\xc9\xff\xff]\xc0h\xd9\xdbLVlC@\xfe'",300206416,FS-6347609,FED,FS-FIRESTAT,FS,USCAENF,0503,27.0,,EK1U,POTTS,,,,,,2015,7/10/2015,191,700.0,Natural,Natural,,,,,0.1,A,38.84638889,-120.0,PRIVATE,CA,017,6017.0,El Dorado County
1793845,b'\x00\x01\xad\x10\x00\x00\x98=\x15\xdf\x8c\x18^\xc08\xb3\x80\x1d\xc0OC@\x98=\x15\xdf\x8c\x18^\xc08\xb3\x80\x1d\xc0OC@|\x01\x00\x00\x00\x98=\x15\xdf\x8c\x18^\xc08\xb3\x80\x1d\xc0OC@\xfe',300206417,FS-6347586,FED,FS-FIRESTAT,FS,USCAENF,0503,30.0,,EK1U,PLUMMER,,,,,,2015,7/20/2015,201,1900.0,Natural,Natural,,,,,0.3,B,38.62305556,-120.38361111,USFS,CA,017,6017.0,El Dorado County
1793846,b'\x00\x01\xad\x10\x00\x00\xec\x87(\xf1|\x12^\xc0\x88\xb7dH\xda\x80C@\xec\x87(\xf1|\x12^\xc0\x88\xb7dH\xda\x80C@|\x01\x00\x00\x00\xec\x87(\xf1|\x12^\xc0\x88\xb7dH\xda\x80C@\xfe',300206418,FS-6348129,FED,FS-FIRESTAT,FS,USCAENF,0503,48.0,,J1NL,PLEASANT,,,,,,2015,8/14/2015,226,900.0,Human,Recreation and ceremony,,,,,0.1,A,39.00666667,-120.28888889,USFS,CA,017,6017.0,El Dorado County
1793847,b'\x00\x01\xad\x10\x00\x00\xfc\xc9\xc3h\xf4\r^\xc0\xa8\x88\xe0\xe0\x94mC@\xfc\xc9\xc3h\xf4\r^\xc0\xa8\x88\xe0\xe0\x94mC@|\x01\x00\x00\x00\xfc\xc9\xc3h\xf4\r^\xc0\xa8\x88\xe0\xe0\x94mC@\xfe',300206419,FS-6318257,FED,FS-FIRESTAT,FS,USCAENF,0503,12.0,,JSA1,TWIN,,,,,,2015,6/12/2015,163,1100.0,Human,Recreation and ceremony,,,,,0.1,A,38.85611111,-120.21805556,USFS,CA,017,6017.0,El Dorado County
1793848,b'\x00\x01\xad\x10\x00\x00\xdc{\x92\x1dv\x14^\xc0\xd8\t\xd4t\xd3nC@\xdc{\x92\x1dv\x14^\xc0\xd8\t\xd4t\xd3nC@|\x01\x00\x00\x00\xdc{\x92\x1dv\x14^\xc0\xd8\t\xd4t\xd3nC@\xfe',300206420,FS-6348125,FED,FS-FIRESTAT,FS,USCAENF,0503,46.0,,J1F1,JONES,,,,,,2015,8/12/2015,224,1400.0,Human,Debris and open burning,,,,,0.1,A,38.86583333,-120.31972222,USFS,CA,017,6017.0,El Dorado County
1793849,b'\x00\x01\xad\x10\x00\x00\xc0\x9eU\xeaB\x1d^\xc0p\x11\xad\xbc\xb4aC@\xc0\x9eU\xeaB\x1d^\xc0p\x11\xad\xbc\xb4aC@|\x01\x00\x00\x00\xc0\x9eU\xeaB\x1d^\xc0p\x11\xad\xbc\xb4aC@\xfe',300206421,FS-6352977,FED,FS-FIRESTAT,FS,USCAENF,0503,26.0,,EK1U,CREEK,,,,,,2015,7/9/2015,190,1600.0,Natural,Natural,,,,,0.1,A,38.76333333,-120.45722222,USFS,CA,017,6017.0,El Dorado County
1793850,"b'\x00\x01\xad\x10\x00\x00\xbc\xce\x97(,1^\xc0\xe0!\x8e\r\x8e{C@\xbc\xce\x97(,1^\xc0\xe0!\x8e\r\x8e{C@|\x01\x00\x00\x00\xbc\xce\x97(,1^\xc0\xe0!\x8e\r\x8e{C@\xfe'",300206422,FS-6318274,FED,FS-FIRESTAT,FS,USCAENF,0503,11.0,,EK1U,VOLCANO,,,,,,2015,6/7/2015,158,900.0,Natural,Natural,,,,,0.1,A,38.96527778,-120.76833333,USFS,CA,017,6017.0,El Dorado County
1793851,b'\x00\x01\xad\x10\x00\x00\xa0\xd4\xee\xef\x9d\x19^\xc0\xa8\x032>\x03\x85C@\xa0\xd4\xee\xef\x9d\x19^\xc0\xa8\x032>\x03\x85C@|\x01\x00\x00\x00\xa0\xd4\xee\xef\x9d\x19^\xc0\xa8\x032>\x03\x85C@\xfe',300206423,FS-6347547,FED,FS-FIRESTAT,FS,USCAENF,0503,40.0,,EK1U,SODA 2,,,,,,2015,7/31/2015,212,1900.0,Natural,Natural,,,,,0.1,A,39.03916667,-120.40027778,USFS,CA,017,6017.0,El Dorado County
1793852,b'\x00\x01\xad\x10\x00\x00\xb8\xc1\xe8\xa3@\x13^\xc0x`\xf2l\xba\\C@\xb8\xc1\xe8\xa3@\x13^\xc0x`\xf2l\xba\\C@|\x01\x00\x00\x00\xb8\xc1\xe8\xa3@\x13^\xc0x`\xf2l\xba\\C@\xfe',300206424,FS-6353151,FED,FS-FIRESTAT,FS,USCAENF,0503,44.0,,EK1U,OSO,,,,,,2015,8/7/2015,219,700.0,Natural,Natural,,,,,0.1,A,38.72444444,-120.30083333,USFS,CA,017,6017.0,El Dorado County
1793853,b'\x00\x01\xad\x10\x00\x00l\xfbA\x04L-^\xc0\xf8c.\xd1byC@l\xfbA\x04L-^\xc0\xf8c.\xd1byC@|\x01\x00\x00\x00l\xfbA\x04L-^\xc0\xf8c.\xd1byC@\xfe',300206425,FS-1736660,FED,FS-FIRESTAT,FS,USCAENF,0503,6.0,5,JKN6,LOFTY,,,,,,2015,3/22/2015,81,443.0,Human,Debris and open burning,,,,,0.1,A,38.94833333,-120.70777778,STATE OR PRIVATE,CA,017,6017.0,El Dorado County
1793854,b'\x00\x01\xad\x10\x00\x00\xd0\x1b\xa7N\xeb\x15^\xc0X\xc6\xc7@\xc1FC@\xd0\x1b\xa7N\xeb\x15^\xc0X\xc6\xc7@\xc1FC@|\x01\x00\x00\x00\xd0\x1b\xa7N\xeb\x15^\xc0X\xc6\xc7@\xc1FC@\xfe',300206426,FS-6347654,FED,FS-FIRESTAT,FS,USCAENF,0503,52.0,,J2VT,CAT 2,,,,,,2015,8/28/2015,240,1500.0,Human,Missing data/not specified/undetermined,,,,,0.1,A,38.55277778,-120.3425,USFS,CA,017,6017.0,El Dorado County
1793855,b'\x00\x01\xad\x10\x00\x00\xa0\xa1e.\x87%^\xc0\xe8\x10\xb9\xff\x19\x81C@\xa0\xa1e.\x87%^\xc0\xe8\x10\xb9\xff\x19\x81C@|\x01\x00\x00\x00\xa0\xa1e.\x87%^\xc0\xe8\x10\xb9\xff\x19\x81C@\xfe',300206427,FS-6347614,FED,FS-FIRESTAT,FS,USCAENF,0503,3.0,,JH22,TANNER,,,,,,2015,1/24/2015,24,1300.0,Human,Debris and open burning,,,,,52.0,C,39.00861111,-120.58638889,USFS,CA,061,6061.0,Placer County
1793856,b'\x00\x01\xad\x10\x00\x00D5\x01\x93/\x02^\xc00\x95\xce\xbfQhC@D5\x01\x93/\x02^\xc00\x95\xce\xbfQhC@|\x01\x00\x00\x00D5\x01\x93/\x02^\xc00\x95\xce\xbfQhC@\xfe',300206428,FS-6353141,FED,FS-FIRESTAT,FS,USCAENF,0503,39.0,,J0HA,SCOUTS,,,,,,2015,7/30/2015,211,1200.0,Human,Recreation and ceremony,,,,,0.1,A,38.815,-120.03416667,USFS,CA,017,6017.0,El Dorado County
1880525,b'\x00\x01\xad\x10\x00\x00<g\xa7&n\x1f^\xc0\xa0wi\xb1\xfeXC@<g\xa7&n\x1f^\xc0\xa0wi\xb1\xfeXC@|\x01\x00\x00\x00<g\xa7&n\x1f^\xc0\xa0wi\xb1\xfeXC@\xfe',400001480,FS-6765961,FED,FS-FIRESTAT,FS,USCAENF,0503,30.0,12,KL5F,CAMP CREEK,,,,,,2016,8/14/2016,227,1636.0,Human,Recreation and ceremony,,8/14/2016,227.0,1708.0,0.1,A,38.69527778,-120.49111111,USFS,CA,017,6017.0,El Dorado County
1880526,"b""\x00\x01\xad\x10\x00\x00\x88\x86\xbc\x80?\x0c^\xc0@\xe5\x8e'\x97[C@\x88\x86\xbc\x80?\x0c^\xc0@\xe5\x8e'\x97[C@|\x01\x00\x00\x00\x88\x86\xbc\x80?\x0c^\xc0@\xe5\x8e'\x97[C@\xfe""",400001481,FS-6763878,FED,FS-FIRESTAT,FS,USCAENF,0503,48.0,20,EK1U,MULE,,,,,,2016,10/16/2016,290,1000.0,Natural,Natural,,10/16/2016,290.0,1300.0,0.1,A,38.71555556,-120.19138889,PRIVATE,CA,017,6017.0,El Dorado County
1880527,b'\x00\x01\xad\x10\x00\x00\x14\x1fn\xa0\xa3\x1c^\xc0`\x043\x97\xf5XC@\x14\x1fn\xa0\xa3\x1c^\xc0`\x043\x97\xf5XC@|\x01\x00\x00\x00\x14\x1fn\xa0\xa3\x1c^\xc0`\x043\x97\xf5XC@\xfe',400001482,FS-6765832,FED,FS-FIRESTAT,FS,USCAENF,0503,37.0,17,KP4Y,BONE,,,,,,2016,9/10/2016,254,1315.0,Human,Recreation and ceremony,,9/10/2016,254.0,1332.0,0.1,A,38.695,-120.4475,USFS,CA,017,6017.0,El Dorado County
1880528,b'\x00\x01\xad\x10\x00\x00\x8cQ\xcfi\xd3\x1e^\xc0x\x1b\xda\xee\x08XC@\x8cQ\xcfi\xd3\x1e^\xc0x\x1b\xda\xee\x08XC@|\x01\x00\x00\x00\x8cQ\xcfi\xd3\x1e^\xc0x\x1b\xda\xee\x08XC@\xfe',400001483,FS-6765988,FED,FS-FIRESTAT,FS,USCAENF,0503,32.0,13,KM2J,BONETTI,,,,,,2016,8/19/2016,232,1719.0,Human,Missing data/not specified/undetermined,,,,,0.4,B,38.68777778,-120.48166667,PRIVATE,CA,017,6017.0,El Dorado County
